,time,x_shore_line,x_bluff_edge,relative_erosion_bluff_edge,relative_x_bluff_edge,relative_erosion_shore_line,relative_x_shore_line
0,2017-01-01 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
1,2017-01-01 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
2,2017-01-02 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
3,2017-01-02 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
4,2017-01-03 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
5,2017-01-03 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
6,2017-01-04 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
7,2017-01-04 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
8,2017-01-05 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
9,2017-01-05 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
10,2017-01-06 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
11,2017-01-06 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
12,2017-01-07 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
13,2017-01-07 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
14,2017-01-08 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
15,2017-01-08 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
16,2017-01-09 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
17,2017-01-09 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
18,2017-01-10 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
19,2017-01-10 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
20,2017-01-11 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
21,2017-01-11 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
22,2017-01-12 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
23,2017-01-12 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
24,2017-01-13 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
25,2017-01-13 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
26,2017-01-14 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
27,2017-01-14 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
28,2017-01-15 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
29,2017-01-15 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
30,2017-01-16 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
31,2017-01-16 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
32,2017-01-17 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
33,2017-01-17 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
34,2017-01-18 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
35,2017-01-18 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
36,2017-01-19 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
37,2017-01-19 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
38,2017-01-20 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
39,2017-01-20 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
40,2017-01-21 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
41,2017-01-21 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
42,2017-01-22 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
43,2017-01-22 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
44,2017-01-23 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
45,2017-01-23 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
46,2017-01-24 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
47,2017-01-24 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
48,2017-01-25 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
49,2017-01-25 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
50,2017-01-26 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
51,2017-01-26 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
52,2017-01-27 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
53,2017-01-27 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
54,2017-01-28 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
55,2017-01-28 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
56,2017-01-29 00:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
57,2017-01-29 12:00:00,1345.7142857142858,1367.7142857142858,0.0,-1.0,-22.0,-23.0
